Geneid,SRR29022831,SRR29022832,SRR29022833,SRR29022834,SRR29022835,SRR29022836,SRR29022837,SRR29022838
ENSG00000299757.1,0,0,0,3,0,0,0,0
ENSG00000286127.1,0,0,0,0,0,0,0,0
ENSG00000100030.17,4474,7152,5901,5428,3746,4303,4318,6032
ENSG00000200985.1,0,3,0,0,0,0,0,0
ENSG00000289564.2,0,0,8,4,0,2,0,2
ENSG00000294146.1,1,2,2,1,0,2,1,4
ENSG00000225544.1,10,28,8,5,18,23,16,0
ENSG00000100034.15,2338,4982,2497,2614,1367,3230,2828,4468
ENSG00000224086.7,101,218,122,171,83,200,135,243
ENSG00000309998.1,0,0,0,0,0,0,0,0
ENSG00000100038.22,11,23,11,0,2,8,4,13
ENSG00000290847.2,0,3,6,0,5,0,0,0
ENSG00000197549.10,0,0,0,0,0,0,0,0
ENSG00000253239.1,0,5,23,0,3,4,0,0
ENSG00000211637.2,72,612,2441,89,5016,754,470,198
ENSG00000254355.1,0,0,0,0,0,0,0,0
ENSG00000278657.1,0,0,0,0,0,0,0,0
ENSG00000249333.1,0,0,0,0,0,0,0,0
ENSG00000253794.1,0,0,0,0,0,0,0,0
ENSG00000228161.1,0,0,0,0,0,0,0,0
ENSG00000253874.1,0,0,0,0,0,0,0,0
ENSG00000254075.1,0,0,0,0,0,0,0,0
ENSG00000254161.1,0,0,0,0,0,0,0,0
ENSG00000253242.1,0,0,0,0,0,0,0,0
ENSG00000253752.1,0,0,1,0,0,0,0,0
ENSG00000253823.1,4,0,0,0,19,0,0,0
ENSG00000275361.1,34,4,2,0,55,0,9,2
ENSG00000211638.2,16640,1812,1829,160,21012,648,451,244
ENSG00000225741.1,0,0,0,0,0,0,2,0
ENSG00000263366.2,0,2,79,8,18,10,27,2
ENSG00000236118.1,0,0,2,0,0,0,0,0
ENSG00000233720.1,0,0,0,0,0,0,0,0
ENSG00000211639.2,3,107,108,11,739,334,10,28
ENSG00000227710.1,0,0,0,0,0,0,0,0
ENSG00000224465.1,0,0,0,0,0,0,0,0
ENSG00000254308.1,0,0,0,0,0,0,0,0
ENSG00000253637.1,0,0,0,0,0,0,0,0
ENSG00000236323.1,0,0,0,0,0,0,0,0
ENSG00000211640.4,8300,2696,1718,92,2854,576,2626,437
ENSG00000253126.1,0,0,2,0,0,0,1,0
ENSG00000211641.3,0,0,0,0,0,0,0,0
ENSG00000211642.4,16,949,325,59,4919,958,111,353
ENSG00000253935.1,0,0,0,0,0,0,0,0
ENSG00000228050.1,0,0,4,3,1,4,0,0
ENSG00000234726.1,0,0,0,0,0,0,0,0
ENSG00000169575.6,0,0,2,0,0,0,0,0
ENSG00000279278.1,150,112,77,113,46,41,44,114
ENSG00000274422.1,45,146,35,82,27,50,49,89
ENSG00000234630.1,12,54,12,29,4,2,12,28
ENSG00000286129.1,27,26,18,19,8,23,20,25
ENSG00000272779.1,13,12,13,12,2,15,18,8
ENSG00000211643.2,0,3,0,5,0,0,0,1
ENSG00000211644.3,2,7,7,0,2,4,3,1
ENSG00000211645.2,6,52,7,2,5,0,4,5
ENSG00000225724.1,0,2,4,0,0,0,0,6
ENSG00000223350.2,4531,1145,301,11,193,20,126,60
ENSG00000232515.1,0,0,0,0,0,0,0,0
ENSG00000211647.1,145,18,14,0,149,1,9,1
ENSG00000211648.2,285,694,5625,160,7823,288,397,311
ENSG00000237428.1,0,0,2,0,0,0,0,0
ENSG00000211649.3,20,1208,3658,122,1150,471,352,406
ENSG00000232603.1,0,0,0,0,0,0,0,0
ENSG00000211650.2,1550,413,132,44,6701,539,154,92
ENSG00000211651.3,869,3386,24393,261,4178,1017,1337,1010
ENSG00000211652.2,0,587,5444,61,677,577,126,272
ENSG00000254175.1,0,0,0,0,0,0,0,0
ENSG00000254073.1,0,0,0,0,0,0,0,0
ENSG00000253818.1,0,1,0,0,0,1,0,0
ENSG00000211653.2,2821,2931,17328,341,29122,932,4624,1055
ENSG00000224144.1,0,0,0,0,0,0,0,0
ENSG00000253889.1,0,0,0,0,0,0,0,0
ENSG00000211654.2,2,0,18,0,68,36,30,0
ENSG00000211655.3,1974,412,374,29,236,102,15,1
ENSG00000230821.1,0,2,0,0,0,0,0,0
ENSG00000253631.1,0,2,2,0,0,0,9,0
ENSG00000226595.1,0,0,0,0,0,0,0,0
ENSG00000275004.5,151,29,185,11,26,13,9,16
ENSG00000169548.4,36,0,8,0,0,0,6,0
ENSG00000185686.18,1065,86,3823,68,6,0,8,10
ENSG00000220891.1,6,0,0,0,0,0,0,0
ENSG00000253120.1,0,0,0,0,0,0,0,0
ENSG00000211656.3,0,0,0,0,0,0,0,0
ENSG00000211657.3,0,0,0,0,0,0,0,0
ENSG00000253920.1,0,0,0,0,0,0,0,0
ENSG00000253329.1,0,0,0,0,0,0,0,0
ENSG00000215456.6,0,0,0,0,0,0,0,1
ENSG00000290990.2,0,0,0,4,0,0,0,2
ENSG00000183169.7,0,0,0,0,0,2,0,0
ENSG00000100121.14,0,0,0,0,0,2,6,0
ENSG00000253338.1,0,0,0,0,0,0,0,0
ENSG00000253451.1,0,0,1,0,0,0,0,0
ENSG00000211658.2,342,330,2305,2,584,841,104,49
ENSG00000253913.1,0,0,0,0,4,0,0,0
ENSG00000253779.1,0,0,0,0,0,0,0,0
ENSG00000211659.2,8519,856,7444,60,4885,515,3077,367
ENSG00000232350.1,0,0,0,0,0,0,0,0
ENSG00000223999.1,0,0,0,0,0,0,0,0
ENSG00000253822.1,0,3,0,0,0,0,0,0
ENSG00000211660.3,505,3084,7884,395,8635,1810,1904,1130
ENSG00000253546.1,0,0,0,0,0,0,0,0
ENSG00000211661.2,0,0,15,1,1,0,5,2
ENSG00000211662.2,663,168,3617,38,3904,391,510,76
ENSG00000254240.1,0,0,0,0,0,0,0,0
ENSG00000211663.2,1616,3454,6161,96,2810,441,811,370
ENSG00000278667.1,0,0,0,0,0,0,0,0
ENSG00000211664.3,1515,1248,120,57,146,248,257,424
ENSG00000253152.1,0,0,0,0,0,0,0,0
ENSG00000211665.3,13,11,14,0,2,0,5,4
ENSG00000253786.1,0,0,0,0,0,0,0,0
ENSG00000288861.1,0,6,52,0,22,13,0,0
ENSG00000211666.2,4855,2643,5914,402,6725,1840,5025,845
ENSG00000253590.1,0,0,0,0,0,0,0,0
ENSG00000211667.3,7,3,6,0,23,27,1,1
ENSG00000231392.1,0,0,0,0,0,0,0,0
ENSG00000275772.1,6,2,13,0,3,0,2,0
ENSG00000289120.3,4,0,12,0,12,1,1,0
ENSG00000211668.2,1419,3155,2354,312,2951,1354,814,747
ENSG00000274381.1,0,0,0,0,0,0,0,0
ENSG00000211669.3,6506,314,601,45,1664,274,353,117
ENSG00000226477.1,0,0,0,0,0,0,0,0
ENSG00000211670.2,627,265,1005,65,207,19,219,54
ENSG00000278196.3,1313,1468,855,240,2792,1112,249,737
ENSG00000284049.1,0,0,0,0,0,0,0,0
ENSG00000237127.1,0,0,0,0,0,0,0,0
ENSG00000254077.1,0,0,0,0,0,0,1,0
ENSG00000253448.1,0,0,1,0,0,3,0,6
ENSG00000253234.1,2,33,9,0,10,7,10,2
ENSG00000226420.1,0,0,0,0,0,0,0,0
ENSG00000211672.2,0,0,11,0,15,1,1,116
ENSG00000253963.1,0,0,0,0,0,0,0,0
ENSG00000211673.2,8061,1721,1060,33,9211,320,1960,323
ENSG00000264824.1,0,0,0,0,0,0,0,0
ENSG00000254709.9,69,180,231,11,359,110,107,34
ENSG00000211674.2,1,1,2,0,0,0,0,0
ENSG00000211675.2,0,0,0,0,0,0,0,0
ENSG00000211676.2,0,0,2,1,3,0,1,0
ENSG00000211677.2,21009,21909,72669,4631,91914,21444,69174,13443
ENSG00000211678.2,0,0,4,0,4,0,0,0
ENSG00000211679.2,44055,33727,39369,2123,73956,16691,15619,4183
ENSG00000211680.2,0,0,0,0,0,0,0,0
ENSG00000254029.1,0,0,0,0,0,0,0,0
ENSG00000211681.3,0,0,0,0,0,0,0,0
ENSG00000254030.1,0,1,2,0,0,2,1,0
ENSG00000211682.2,0,1,0,0,0,0,0,0
ENSG00000222037.5,8,45,59,0,39,18,27,7
ENSG00000211684.2,0,0,0,0,0,0,0,0
ENSG00000211685.3,746,1173,1693,51,173,247,299,66
ENSG00000237472.1,0,0,0,0,0,0,0,0
ENSG00000223679.1,0,0,0,0,0,0,0,0
ENSG00000302749.1,0,0,0,0,0,0,0,0
ENSG00000100218.13,1,17,6,2,4,10,12,11
ENSG00000128266.11,771,381,405,235,121,1042,73,350
ENSG00000283438.1,0,1,0,0,0,0,3,0
ENSG00000275635.1,0,0,0,0,0,0,0,2
ENSG00000100228.16,485,545,389,164,107,173,100,238
ENSG00000294355.1,0,0,0,0,0,0,0,3
ENSG00000186716.23,3682,3775,2758,2875,2089,2294,3121,2646
ENSG00000236794.5,4,5,0,0,0,0,0,1
ENSG00000240160.3,0,0,9,0,2,0,0,1
ENSG00000230701.2,1,12,23,6,0,1,18,4
ENSG00000296232.1,2,4,19,0,2,0,1,2
ENSG00000214526.3,0,0,0,0,0,0,0,0
ENSG00000236611.1,0,0,0,0,0,0,0,4
ENSG00000290920.2,32,102,45,64,2,35,9,34
ENSG00000215478.9,0,0,0,0,0,0,0,0
ENSG00000309962.1,0,5,0,0,0,0,0,0
ENSG00000309931.1,18,60,29,20,7,1,9,5
ENSG00000248409.2,0,15,1,0,0,1,0,0
ENSG00000133519.14,0,0,3,2,0,3,0,0
ENSG00000309947.1,0,0,0,0,0,0,0,0
ENSG00000234928.4,54,150,55,109,1,58,38,71
ENSG00000227755.2,0,0,0,0,0,0,0,0
ENSG00000178248.12,0,4,0,0,0,2,2,2
ENSG00000302395.1,0,0,0,0,0,0,0,0
ENSG00000287864.1,0,0,0,0,0,0,0,0
ENSG00000225413.2,0,0,0,0,0,0,0,0
ENSG00000296781.1,0,0,0,0,0,0,0,0
ENSG00000280623.2,1,22,0,18,0,10,2,8
ENSG00000224277.5,0,0,0,0,0,0,0,0
ENSG00000128322.7,0,0,4,1,0,0,0,0
ENSG00000272733.1,20,54,11,4,8,45,0,7
ENSG00000278655.1,0,2,0,0,0,0,0,0
ENSG00000189269.14,28,65,3,10,11,15,1,15
ENSG00000275609.1,0,2,0,0,2,0,0,0
ENSG00000228315.13,431,1117,724,567,222,417,565,810
ENSG00000234353.3,0,0,0,0,0,0,0,0
ENSG00000244723.3,5,19,10,6,0,8,6,12
ENSG00000272578.6,0,0,0,0,0,0,0,0
ENSG00000159496.16,13,38,213,20,55,22,79,28
ENSG00000187792.7,376,587,273,330,186,341,255,367
ENSG00000128218.9,10,11,472,2,116,22,60,4
ENSG00000169314.17,0,32,10,4,0,16,8,2
ENSG00000250479.11,695,2499,1699,1660,1906,2896,1595,1449
ENSG00000099953.12,6529,449,9027,332,8422,134,3141,328
ENSG00000099956.22,3803,3646,4190,2924,1697,2396,2442,1995
ENSG00000297571.1,3,8,6,9,2,0,2,13
ENSG00000099958.17,225,607,834,113,883,224,573,234
ENSG00000297590.1,0,2,8,0,2,0,12,0
ENSG00000297546.1,0,10,0,0,4,1,0,0
ENSG00000272973.3,0,2,0,5,1,3,0,6
ENSG00000133460.22,233,847,256,700,188,423,441,580
ENSG00000251357.4,0,0,0,0,0,0,0,0
ENSG00000279467.1,5,1,8,4,4,0,14,2
ENSG00000244425.3,0,0,0,0,0,0,0,0
ENSG00000290199.2,9,29,18,8,1,2,22,26
ENSG00000099977.18,31,62,38,19,2,4,28,8
ENSG00000240972.4,10,2,12,6,1,0,3,0
ENSG00000218537.1,0,12,0,0,2,0,2,9
ENSG00000273295.1,22,55,22,39,2,2,22,41
ENSG00000225282.1,1,9,4,6,0,12,8,5
ENSG00000206090.4,0,0,0,0,0,0,0,0
ENSG00000231271.1,0,2,0,0,0,0,0,0
ENSG00000298765.1,0,4,0,0,0,0,0,0
ENSG00000133433.13,139,607,53,238,39,224,160,281
ENSG00000298703.1,2,12,0,4,0,0,2,9
ENSG00000228039.3,0,0,0,0,0,0,0,0
ENSG00000298810.1,0,0,0,0,0,0,0,0
ENSG00000099974.10,0,0,0,0,0,0,0,0
ENSG00000272787.1,17,9,15,16,21,28,29,8
ENSG00000298832.1,0,0,0,0,0,0,0,0
ENSG00000224205.2,0,0,0,0,0,0,0,0
ENSG00000250470.1,0,0,0,0,0,0,0,0
ENSG00000099984.12,3,35,16,82,14,81,2,9
ENSG00000276950.7,4,12,0,0,0,0,8,4
ENSG00000298726.1,0,0,0,0,0,0,0,1
ENSG00000298743.1,0,0,0,0,0,0,2,2
ENSG00000235689.1,0,0,0,0,0,0,1,0
ENSG00000099991.20,2817,4748,4395,3132,2199,2335,3803,3363
ENSG00000232545.1,19,38,5,30,4,3,40,34
ENSG00000294480.1,0,0,3,0,0,2,0,4
ENSG00000099994.13,309,1577,741,548,2958,1091,1362,922
ENSG00000099998.21,710,6355,2321,964,1351,2845,2283,3695
ENSG00000290696.2,15,165,101,57,61,129,56,126
ENSG00000300174.1,0,1,0,0,0,0,1,0
ENSG00000230712.3,0,0,0,0,0,0,0,0
ENSG00000128262.9,0,0,0,0,0,0,0,0
ENSG00000300150.1,0,3,16,17,3,39,4,13
ENSG00000225098.1,0,0,0,0,0,0,0,0
ENSG00000215464.4,0,0,4,0,0,0,0,0
ENSG00000100014.22,929,2143,1688,1784,829,1518,1713,1652
ENSG00000258555.6,0,0,2,0,0,0,0,0
ENSG00000299949.1,0,0,1,0,0,0,2,2
ENSG00000128271.24,17,30,57,20,34,16,33,43
ENSG00000178803.13,0,12,9,4,6,2,3,0
ENSG00000100024.17,13,43,46,17,14,10,43,32
ENSG00000228923.1,0,0,4,4,0,0,0,6
ENSG00000138867.19,2558,3019,3451,3570,2748,2534,5879,2863
ENSG00000100028.14,2443,3329,1637,2395,1445,2247,1557,2248
ENSG00000286070.2,0,0,0,0,0,0,0,0
ENSG00000178026.15,380,1358,261,1125,217,716,2820,805
ENSG00000100031.21,11,24,21,28,16,4,279,5
ENSG00000230947.2,0,0,0,1,0,0,6,0
ENSG00000215481.10,23,46,15,14,3,26,91,14
ENSG00000284233.1,0,0,0,0,0,0,0,0
ENSG00000284128.2,0,0,0,0,0,0,0,0
ENSG00000284070.1,4,2,7,0,11,13,9,8
ENSG00000295393.1,0,0,0,0,0,0,0,1
ENSG00000224124.3,0,0,0,0,0,0,0,0
ENSG00000299016.1,0,0,0,0,0,0,0,0
ENSG00000224806.2,0,0,0,0,0,0,2,0
ENSG00000224334.1,1,6,1,2,1,0,0,0
ENSG00000282012.3,0,0,0,0,2,0,0,0
ENSG00000309048.1,0,0,2,0,0,2,0,0
ENSG00000237601.1,0,0,0,0,0,0,0,0
ENSG00000182351.7,0,0,0,0,0,0,0,0
ENSG00000184571.14,0,0,2,0,0,0,12,0
ENSG00000167037.21,44,882,150,171,83,226,97,376
ENSG00000199783.1,0,0,0,0,0,0,0,0
ENSG00000206069.9,90,6,0,0,2,9,0,12
ENSG00000197077.16,3668,6921,2198,6570,2362,3951,3156,5817
ENSG00000279085.1,0,0,0,0,0,0,0,0
ENSG00000279548.1,2,0,0,0,0,2,0,0
ENSG00000279006.1,0,3,0,1,0,0,0,0
ENSG00000279110.1,14,13,0,7,0,2,14,8
ENSG00000203280.5,7,32,0,31,1,16,2,29
ENSG00000307633.1,95,202,47,98,45,99,60,101
ENSG00000271181.1,2,20,0,13,0,0,23,16
ENSG00000100053.10,8,9,7,30,10,49,9,21
ENSG00000236641.2,2,3,0,2,0,2,0,5
ENSG00000244752.5,4,0,0,4,2,5,2,0
ENSG00000298663.1,0,0,0,0,0,3,0,0
ENSG00000279298.1,0,0,0,0,0,0,0,0
ENSG00000233577.7,0,0,2,0,0,0,10,8
ENSG00000285968.2,0,0,0,0,0,0,0,0
ENSG00000285690.1,0,0,0,0,0,0,0,0
ENSG00000206066.3,0,0,0,0,0,0,0,0
ENSG00000300687.1,1,0,0,2,0,0,2,5
ENSG00000230637.2,3,11,0,2,2,0,5,1
ENSG00000231466.2,30,29,6,16,6,7,15,27
ENSG00000290796.1,44,78,31,74,16,58,48,86
ENSG00000100068.15,0,0,0,0,0,0,0,0
ENSG00000272942.1,37,19,4,9,2,21,19,35
ENSG00000272798.1,12,10,0,6,0,20,0,4
ENSG00000271138.1,16,4,0,2,0,3,4,4
ENSG00000291087.2,318,539,185,222,181,321,228,281
ENSG00000277872.1,0,0,0,0,0,0,0,0
ENSG00000100058.15,0,0,0,0,0,0,0,0
ENSG00000272977.1,102,153,30,35,46,70,54,117
ENSG00000234884.3,4,20,5,22,0,17,3,14
ENSG00000100077.18,1055,1747,2687,2465,806,2170,738,1438
ENSG00000237387.1,0,0,1,0,0,0,0,0
ENSG00000224003.1,10,22,3,0,2,2,8,5
ENSG00000306469.1,0,2,0,6,0,0,2,3
ENSG00000222585.1,4,0,2,6,0,1,0,2
ENSG00000133454.17,4,4,11,21,1,9,0,8
ENSG00000278960.1,0,0,0,0,0,0,0,0
ENSG00000231933.8,0,0,0,0,0,0,0,1
ENSG00000232464.1,0,0,0,0,0,0,0,0
ENSG00000223056.1,0,0,0,0,0,0,0,0
ENSG00000232050.1,0,0,0,0,0,0,0,0
ENSG00000306790.1,0,0,0,0,0,0,0,0
ENSG00000236464.2,0,0,0,0,0,0,0,0
ENSG00000309274.1,0,0,0,0,0,0,0,0
ENSG00000229770.3,0,0,0,0,0,0,0,0
ENSG00000100095.21,0,30,10,55,4,11,14,24
ENSG00000224192.2,0,0,0,0,0,0,0,0
ENSG00000252267.1,0,0,0,0,0,0,0,0
ENSG00000230203.1,0,0,0,0,0,0,0,0
ENSG00000128203.9,189,57,200,28,138,21,83,46
ENSG00000100099.24,1462,2839,1437,1568,929,1351,1237,1861
ENSG00000307305.1,1,4,0,0,5,2,2,2
ENSG00000100104.15,409,650,499,465,283,341,370,452
ENSG00000100109.19,982,1343,1106,963,780,728,902,1015
ENSG00000261188.4,308,292,84,235,30,165,78,131
ENSG00000128294.18,1732,2420,2717,2020,1798,2022,1508,1708
ENSG00000296814.1,0,0,0,0,0,0,0,0
ENSG00000221760.1,0,2,0,0,0,0,0,0
ENSG00000299773.1,128,35,41,30,25,25,27,42
ENSG00000213707.2,0,0,0,0,0,0,0,0
ENSG00000286326.2,1,3,17,0,6,0,8,0
ENSG00000100122.9,16,39,34,2,25,14,29,75
ENSG00000196431.5,0,4,4,0,12,5,10,2
ENSG00000309298.1,0,2,0,0,0,2,0,6
ENSG00000226912.1,0,6,0,0,4,3,0,11
ENSG00000244625.8,286,442,426,261,174,231,288,349
ENSG00000225783.10,494,325,2970,105,886,125,540,168
ENSG00000278404.1,0,0,0,0,0,0,0,0
ENSG00000206028.2,0,0,1,0,0,0,2,0
ENSG00000277941.1,0,0,0,0,0,0,0,0
ENSG00000275942.1,0,0,0,0,0,0,0,0
ENSG00000276991.1,0,0,0,0,0,0,0,0
ENSG00000309348.1,0,0,0,0,0,0,0,4
ENSG00000231369.1,4,9,4,6,6,2,5,2
ENSG00000279440.1,0,1,0,0,0,0,0,0
ENSG00000308315.1,0,0,0,0,0,0,0,0
ENSG00000200443.1,0,0,0,0,0,0,0,0
ENSG00000279914.1,0,0,0,0,0,0,0,0
ENSG00000279848.1,0,0,0,0,0,0,0,0
ENSG00000236858.2,0,0,0,0,0,0,0,0
ENSG00000280025.1,0,0,0,2,0,1,2,0
ENSG00000300936.1,0,0,0,0,0,0,0,0
ENSG00000300959.1,0,0,0,0,0,0,0,0
ENSG00000231405.1,0,0,0,0,3,0,0,0
ENSG00000233521.9,0,2,34,1,8,8,8,16
ENSG00000304686.1,0,0,0,0,0,0,0,0
ENSG00000238195.2,0,0,0,0,0,0,0,0
ENSG00000299465.1,0,0,0,0,0,0,0,0
ENSG00000233574.2,0,4,5,3,0,0,0,0
ENSG00000223726.2,0,0,0,0,0,0,0,0
ENSG00000226741.3,0,0,0,6,0,6,0,0
ENSG00000302993.1,0,0,0,0,0,0,0,0
ENSG00000230051.4,0,0,0,0,0,0,0,0
ENSG00000280445.2,2,0,0,0,0,0,0,2
ENSG00000287034.2,0,0,0,0,0,0,0,0
ENSG00000227880.2,0,2,0,0,0,0,0,0
ENSG00000224027.2,0,0,0,2,0,0,0,0
ENSG00000307679.1,0,0,2,0,0,0,0,0
ENSG00000289489.2,0,0,0,0,1,0,0,0
ENSG00000295865.1,0,0,2,0,0,0,0,0
ENSG00000295854.1,0,0,0,0,0,0,0,0
ENSG00000227838.1,0,0,0,0,0,0,0,0
ENSG00000231495.1,0,0,0,0,0,0,0,0
ENSG00000226169.1,0,0,0,0,0,0,0,0
ENSG00000295876.1,0,0,0,0,0,0,0,0
ENSG00000295890.1,0,0,0,0,0,0,0,0
ENSG00000169184.7,944,390,376,576,173,196,335,189
ENSG00000301405.1,4,0,0,0,0,0,0,0
ENSG00000299103.1,11,0,0,2,0,0,2,2
ENSG00000308539.1,0,0,0,0,0,0,0,2
ENSG00000180957.20,3556,3060,3765,2545,1799,2216,2115,2568
ENSG00000235954.10,555,1068,277,498,172,396,332,570
ENSG00000277460.1,0,0,0,0,0,0,0,0
ENSG00000264073.1,0,0,0,0,0,0,0,0
ENSG00000283225.1,0,0,0,0,0,0,0,0
ENSG00000276150.1,0,0,0,0,0,0,0,0
ENSG00000294461.1,2,12,47,4,3,17,7,9
ENSG00000100154.16,650,2635,704,1189,300,949,597,1736
ENSG00000274342.1,0,0,0,0,0,0,0,0
ENSG00000276675.1,0,0,0,0,0,0,0,0
ENSG00000239249.3,0,0,0,0,0,0,0,0
ENSG00000201209.1,0,0,0,0,0,1,0,0
ENSG00000199797.1,0,0,0,0,0,0,0,0
ENSG00000276162.1,0,0,0,0,0,0,0,0
ENSG00000266503.2,0,0,0,0,0,0,0,0
ENSG00000183765.26,1246,571,692,355,292,272,312,514
ENSG00000100209.13,382,620,376,473,242,378,336,395
ENSG00000295361.1,0,0,6,0,3,0,1,0
ENSG00000159873.12,2730,2389,1904,1677,1418,1256,1359,1685
ENSG00000100219.19,10126,37719,17171,60763,33172,29001,37272,33926
ENSG00000226471.8,226,122,85,150,49,130,90,121
ENSG00000272858.1,18,12,10,7,3,0,10,13
ENSG00000224256.1,0,0,0,6,0,0,0,0
ENSG00000302057.1,0,6,0,0,0,0,0,2
ENSG00000183579.18,1651,1622,399,640,210,811,445,856
ENSG00000235786.1,0,0,2,0,0,0,0,0
ENSG00000177993.4,6,0,0,8,1,2,0,0
ENSG00000100249.5,15,2,2,15,0,0,6,3
ENSG00000295282.1,1,0,0,0,0,0,0,0
ENSG00000183762.15,4746,2721,1026,1491,743,1261,1793,2256
ENSG00000226772.1,1,0,0,2,0,0,5,0
ENSG00000200871.1,0,0,0,0,0,0,0,0
ENSG00000251952.1,0,0,0,0,0,0,0,0
ENSG00000186998.18,2287,613,462,719,362,360,217,487
ENSG00000100263.16,1851,1222,1572,1085,779,913,1455,655
ENSG00000237015.1,8,13,10,7,9,10,18,18
ENSG00000182944.20,9107,7617,7051,5007,3338,3854,5602,5394
ENSG00000301612.1,13,26,2,5,2,9,9,13
ENSG00000185340.18,2240,2219,1167,2258,1231,2255,1956,1833
ENSG00000100276.12,54,1176,57,294,41,518,89,806
ENSG00000273216.1,12,2,12,1,1,2,4,4
ENSG00000100280.19,8481,5674,7577,3657,4543,2993,7421,4500
ENSG00000280968.1,0,0,0,0,0,0,0,0
ENSG00000239127.1,0,0,0,0,0,0,0,0
ENSG00000290778.2,0,1,5,0,0,0,1,1
ENSG00000285697.2,0,0,0,0,0,0,0,0
ENSG00000225465.11,13,78,23,13,3,7,16,22
ENSG00000242156.1,0,0,0,0,0,0,0,0
ENSG00000278292.1,0,0,0,0,0,0,0,0
ENSG00000128250.5,0,0,0,0,0,0,0,0
ENSG00000100285.11,40,139,97,59,29,28,61,131
ENSG00000282816.1,0,0,0,0,0,0,0,0
ENSG00000100296.16,1826,1311,1263,898,542,822,1053,995
ENSG00000234208.1,0,0,0,0,0,0,0,0
ENSG00000184117.14,4968,2190,1684,1880,1469,1052,1911,1598
ENSG00000296836.1,0,0,0,0,0,0,0,0
ENSG00000186575.22,2153,1544,1393,1426,1001,1015,1208,1080
ENSG00000233010.1,0,0,0,4,0,0,2,0
ENSG00000232396.3,0,0,0,0,0,0,0,0
ENSG00000100314.6,1,4,0,0,0,5,3,0
ENSG00000100319.15,419,392,335,333,241,255,301,241
ENSG00000200976.1,0,0,0,0,0,0,0,0
ENSG00000287967.1,0,0,0,0,0,0,0,0
ENSG00000184076.15,118,193,140,114,138,150,106,133
ENSG00000299803.1,10,5,4,1,1,1,7,7
ENSG00000100325.17,3341,2866,2608,1928,2986,2039,1837,1841
ENSG00000100330.18,4047,4995,2491,3128,1833,2089,2316,3337
ENSG00000207455.1,0,0,0,0,0,0,0,0
ENSG00000275818.1,0,0,0,0,0,0,0,0
ENSG00000227117.7,0,0,5,6,4,33,0,17
ENSG00000227201.2,20,0,5,4,0,0,0,0
ENSG00000176635.20,0,2,2,2,0,2,0,2
ENSG00000226573.1,0,0,0,0,0,0,0,0
ENSG00000225971.1,0,0,0,0,0,0,0,0
ENSG00000299076.1,0,0,0,0,0,0,0,0
ENSG00000225676.3,10,0,0,2,4,4,2,2
ENSG00000299104.1,0,0,0,2,0,0,0,0
ENSG00000299123.1,0,0,0,0,0,0,0,0
ENSG00000289846.2,0,0,0,0,0,0,0,0
ENSG00000232530.2,0,0,0,2,0,0,0,0
ENSG00000128342.6,346,319,545,194,154,133,552,328
ENSG00000268812.3,18,4,6,2,4,6,10,0
ENSG00000099985.5,414,88,307,4,91,9,83,29
ENSG00000307596.1,0,6,5,0,0,0,2,6
ENSG00000307561.1,0,4,1,11,2,0,1,4
ENSG00000289888.2,2,0,2,4,0,2,2,2
ENSG00000279699.1,0,10,0,16,0,0,4,12
ENSG00000308679.1,0,0,0,2,0,0,0,7
ENSG00000239282.10,7,44,7,20,7,16,11,20
ENSG00000248751.6,0,0,0,0,0,0,0,0
ENSG00000099992.18,771,1197,837,988,485,686,600,789
ENSG00000099995.21,5811,6098,4974,3655,2131,3185,2845,3753
ENSG00000187860.13,258,129,93,231,40,87,137,79
ENSG00000099999.17,913,1099,555,975,283,618,665,654
ENSG00000100003.18,425,774,454,4721,210,1056,6269,3624
ENSG00000249590.7,0,0,0,0,0,0,0,0
ENSG00000273350.1,8,3,11,40,0,20,30,45
ENSG00000222915.1,4,1,1,6,2,0,12,19
ENSG00000272689.1,11,8,0,31,0,9,11,23
ENSG00000303189.1,0,0,0,0,0,0,0,0
ENSG00000242114.8,54,45,31,10,25,17,13,0
ENSG00000273428.5,9,4,19,0,4,4,6,0
ENSG00000230137.1,0,0,0,0,0,0,0,0
ENSG00000100012.14,0,0,1,0,0,0,0,0
ENSG00000181123.9,0,0,0,2,0,0,0,0
ENSG00000214161.3,0,0,0,0,0,0,0,0
ENSG00000133488.17,237,24,9,0,0,8,2,8
ENSG00000304489.1,0,0,0,0,0,0,0,1
ENSG00000214491.9,82,21,24,8,7,22,10,14
ENSG00000304318.1,0,0,0,0,0,0,0,0
ENSG00000225774.2,21,30,26,7,6,10,6,21
ENSG00000128242.15,38,82,52,28,0,30,2,70
ENSG00000100029.20,6219,3289,3208,2272,1559,1966,2041,1839
ENSG00000223831.1,0,0,0,0,2,1,1,1
ENSG00000185339.12,1639,2326,2554,1079,1572,1863,1196,1881
ENSG00000100036.14,588,302,297,140,135,228,181,183
ENSG00000167065.16,316,219,178,151,115,116,164,209
ENSG00000250318.1,101,80,60,84,11,67,32,47
ENSG00000288153.1,0,0,2,0,0,0,0,0
ENSG00000184792.18,774,522,347,333,152,216,565,323
ENSG00000264661.3,0,0,0,0,0,0,0,0
ENSG00000297138.1,0,0,10,0,0,0,0,6
ENSG00000237977.1,0,0,0,0,0,0,0,0
ENSG00000294008.1,57,40,29,35,27,14,29,41
